date,open,high,low,close
2015/12/4,19616.52,19660.9,19444.54,19504.48
2015/12/3,19894.63,19967.88,19862.74,19939.9
2015/12/2,19957.5,20002.12,19926.22,19938.13
2015/12/1,19799.08,20012.4,19797.55,20012.4
2015/11/30,19857.38,19867.95,19707.67,19747.47
2015/11/27,19994.05,19994.05,19831.25,19883.94
2015/11/26,19929.97,19992.44,19926.1,19944.41
2015/11/25,19856.84,19871.75,19786.53,19847.58
2015/11/24,19875.99,19954,19834.76,19924.89
2015/11/20,19800.2,19879.81,19715.74,19879.81
2015/11/19,19851.24,19959.06,19761.56,19859.81
2015/11/18,19771.86,19840,19643.97,19649.18
2015/11/17,19641.67,19726.01,19628.84,19630.63
2015/11/16,19263.96,19451.09,19252.04,19393.69
2015/11/13,19495.26,19601.49,19388.91,19596.91
2015/11/12,19644.65,19725.83,19597.99,19697.77
2015/11/11,19602.01,19724.12,19602.01,19691.39
2015/11/10,19457.05,19674.05,19457.05,19671.26
2015/11/9,19411.51,19684.41,19389.74,19642.74
2015/11/6,19194.34,19294.15,19164.86,19265.6
2015/11/5,19029.44,19167.09,18995.96,19116.41
